2009-10-01 12:00,25.4,1.1,250,5
2009-10-02 12:00,22.2,3.2,290,3
2009-10-03 12:00,21.4,2.7,270,0
2009-10-04 12:00,19.7,2.7,250,3
2009-10-05 12:00,19.6,1.2,110,8
2009-10-06 12:00,22.4,1.9,290,1
2009-10-07 12:00,22.5,4.0,70,1
2009-10-08 12:00,19.8,2.8,90,1
2009-10-09 12:00,19.7,2.1,250,1
2009-10-10 12:00,18.8,2.9,320,0
2009-10-11 12:00,20.0,1.2,50,2
2009-10-12 12:00,19.2,3.6,250,7
2009-10-13 12:00,18.2,1.5,250,10
2009-10-14 12:00,16.8,1.9,50,2
2009-10-15 12:00,19.8,2.9,200,1
2009-10-16 12:00,20.0,1.3,20,3
2009-10-17 12:00,15.5,3.9,290,3
2009-10-18 12:00,16.8,4.3,290,0
2009-10-19 12:00,13.7,7.6,290,3
2009-10-20 12:00,12.4,2.6,290,0
2009-10-21 12:00,16.5,4.4,320,0
2009-10-22 12:00,15.3,1.8,90,6
2009-10-23 12:00,16.6,2.1,70,8
2009-10-24 12:00,18.7,3.1,70,5
2009-10-25 12:00,18.0,1.6,70,6
2009-10-26 12:00,18.4,3.4,320,0
2009-10-27 12:00,17.8,1.8,360,0
2009-10-28 12:00,16.7,2.0,110,0
2009-10-29 12:00,19.4,1.8,70,0
2009-10-30 12:00,21.5,1.5,110,0
2009-10-31 12:00,18.1,3.4,230,10
