2023-02-01 12:00,3.2,5.4,290,10
2023-02-02 12:00,-0.6,2.9,270,10
2023-02-03 12:00,0.1,3.3,250,10
2023-02-04 12:00,2.6,2.9,270,10
2023-02-05 12:00,4.7,1.4,180,10
2023-02-06 12:00,6.2,2.2,70,10
2023-02-07 12:00,6.3,1.6,180,10
2023-02-08 12:00,4.2,3.0,290,10
2023-02-09 12:00,6.2,3.7,70,10
2023-02-10 12:00,5.8,2.7,290,10
2023-02-11 12:00,4.8,1.2,20,10
2023-02-12 12:00,5.1,1.8,70,10
2023-02-13 12:00,7.9,2.1,50,10
2023-02-14 12:00,3.7,2.4,290,10
2023-02-15 12:00,6.1,2.6,90,10
2023-02-16 12:00,3.0,3.6,230,10
2023-02-17 12:00,6.3,2.1,70,10
2023-02-18 12:00,6.6,1.6,50,10
2023-02-19 12:00,5.3,4.3,270,10
2023-02-20 12:00,1.3,5.8,320,10
2023-02-21 12:00,0.9,2.6,290,10
2023-02-22 12:00,4.9,1.5,250,10
2023-02-23 12:00,5.4,2.2,290,10
2023-02-24 12:00,6.5,3.7,320,10
2023-02-25 12:00,2.5,3.3,290,10
2023-02-26 12:00,5.0,2.1,320,10
2023-02-27 12:00,8.8,2.1,180,10
2023-02-28 12:00,5.3,2.9,200,10
