2015-12-01 12:00,7.0,1.6,90,2
2015-12-02 12:00,8.4,2.1,250,10
2015-12-03 12:00,0.3,2.7,250,8
2015-12-04 12:00,1.7,4.2,250,1
2015-12-05 12:00,5.6,4.5,290,4
2015-12-06 12:00,4.3,1.9,290,8
2015-12-07 12:00,5.9,2.2,270,1
2015-12-08 12:00,6.2,1.3,70,0
2015-12-09 12:00,6.5,2.8,110,6
2015-12-10 12:00,8.8,2.3,110,10
2015-12-11 12:00,11.4,3.0,70,1
2015-12-12 12:00,8.3,3.5,70,0
2015-12-13 12:00,9.3,2.1,20,0
2015-12-14 12:00,6.2,2.3,20,10
2015-12-15 12:00,6.4,2.8,270,8
2015-12-16 12:00,1.1,4.6,230,3
2015-12-17 12:00,-3.9,3.2,360,0
2015-12-18 12:00,-2.2,1.7,90,10
2015-12-19 12:00,2.5,1.4,70,0
2015-12-20 12:00,4.0,1.0,140,7
2015-12-21 12:00,2.9,1.0,70,10
2015-12-22 12:00,5.2,1.2,230,3
2015-12-23 12:00,8.2,0.7,140,4
2015-12-24 12:00,3.8,2.6,270,8
2015-12-25 12:00,0.4,3.9,270,0
2015-12-26 12:00,4.2,3.4,20,10
2015-12-27 12:00,-3.2,2.7,360,0
2015-12-28 12:00,-4.7,4.3,70,0
2015-12-29 12:00,-2.0,1.6,50,8
2015-12-30 12:00,2.2,2.5,160,1
2015-12-31 12:00,1.9,1.9,70,8
