2015-02-01 12:00,0.4,2.7,230,0
2015-02-02 12:00,2.6,1.1,180,3
2015-02-03 12:00,4.2,1.2,290,7
2015-02-04 12:00,3.6,1.8,230,6
2015-02-05 12:00,2.4,2.4,270,0
2015-02-06 12:00,3.9,2.8,230,1
2015-02-07 12:00,3.7,2.6,250,7
2015-02-08 12:00,-9.2,6.1,270,0
2015-02-09 12:00,-4.0,3.5,270,3
2015-02-10 12:00,4.2,4.6,250,8
2015-02-11 12:00,5.3,3.9,250,5
2015-02-12 12:00,0.3,4.4,290,0
2015-02-13 12:00,0.6,3.6,290,0
2015-02-14 12:00,2.7,1.5,50,9
2015-02-15 12:00,9.5,3.6,70,6
2015-02-16 12:00,5.3,3.9,70,10
2015-02-17 12:00,2.2,3.6,290,9
2015-02-18 12:00,3.0,2.9,290,7
2015-02-19 12:00,5.9,1.1,230,2
2015-02-20 12:00,6.7,1.8,90,8
2015-02-21 12:00,5.6,4.1,70,10
2015-02-22 12:00,4.4,6.0,250,7
2015-02-23 12:00,3.3,1.4,250,3
2015-02-24 12:00,4.8,2.0,270,2
2015-02-25 12:00,7.8,3.2,110,3
2015-02-26 12:00,3.6,5.8,270,2
2015-02-27 12:00,0.0,2.4,70,3
2015-02-28 12:00,3.9,3.1,90,10
