2002-10-01 12:00,22.3,1.0,200,4
2002-10-02 12:00,18.8,6.0,250,1
2002-10-03 12:00,21.0,6.0,200,9
2002-10-04 12:00,18.5,1.8,270,0
2002-10-05 12:00,19.3,2.0,70,4
2002-10-06 12:00,17.8,2.0,270,10
2002-10-07 12:00,17.3,3.7,270,4
2002-10-08 12:00,14.5,2.3,340,0
2002-10-09 12:00,17.1,1.0,270,0
2002-10-10 12:00,18.5,1.9,70,1
2002-10-11 12:00,20.1,2.6,180,2
2002-10-12 12:00,20.9,1.7,50,6
2002-10-13 12:00,21.5,2.1,250,3
2002-10-14 12:00,19.0,2.7,230,5
2002-10-15 12:00,16.4,5.0,250,5
2002-10-16 12:00,17.0,1.3,230,3
2002-10-17 12:00,20.4,1.1,70,0
2002-10-18 12:00,19.6,1.6,70,9
2002-10-19 12:00,18.8,5.7,50,6
2002-10-20 12:00,14.6,3.4,70,10
2002-10-21 12:00,12.9,2.8,270,10
2002-10-22 12:00,7.1,3.1,290,6
2002-10-23 12:00,7.9,0.9,360,8
2002-10-24 12:00,13.3,1.5,50,0
2002-10-25 12:00,12.5,2.1,320,1
2002-10-26 12:00,8.1,4.9,290,1
2002-10-27 12:00,6.5,4.5,270,0
2002-10-28 12:00,5.3,4.5,320,1
2002-10-29 12:00,7.7,2.6,290,0
2002-10-30 12:00,9.4,1.5,20,0
2002-10-31 12:00,15.1,4.1,230,0
