2021-07-01 12:00,28.7,2.5,160,2
2021-07-02 12:00,28.6,2.9,50,7
2021-07-03 12:00,25.2,3.2,70,9
2021-07-04 12:00,22.5,1.7,110,10
2021-07-05 12:00,24.5,1.9,250,10
2021-07-06 12:00,27.8,1.7,250,7
2021-07-07 12:00,28.5,2.2,140,10
2021-07-08 12:00,28.5,1.3,340,5
2021-07-09 12:00,26.3,1.5,290,10
2021-07-10 12:00,27.8,2.9,200,6
2021-07-11 12:00,25.9,2.9,230,10
2021-07-12 12:00,29.2,1.6,200,8
2021-07-13 12:00,30.6,2.2,140,9
2021-07-14 12:00,31.4,3.2,200,8
2021-07-15 12:00,32.5,2.0,200,6
2021-07-16 12:00,32.3,2.4,70,0
2021-07-17 12:00,31.4,3.5,90,6
2021-07-18 12:00,31.6,2.1,140,5
2021-07-19 12:00,30.2,1.7,320,8
2021-07-20 12:00,31.7,1.5,140,8
2021-07-21 12:00,32.6,2.3,70,6
2021-07-22 12:00,33.4,2.8,50,2
2021-07-23 12:00,33.4,2.2,50,4
2021-07-24 12:00,34.3,2.1,70,3
2021-07-25 12:00,33.7,2.9,140,5
2021-07-26 12:00,33.0,2.3,160,1
2021-07-27 12:00,33.4,1.9,360,4
2021-07-28 12:00,33.8,2.3,180,6
2021-07-29 12:00,31.7,1.5,200,8
2021-07-30 12:00,33.2,3.2,140,5
2021-07-31 12:00,32.0,3.1,180,6
