2011-06-01 12:00,18.7,1.6,160,10
2011-06-02 12:00,21.7,2.2,140,5
2011-06-03 12:00,21.8,4.0,230,3
2011-06-04 12:00,18.9,3.5,200,10
2011-06-05 12:00,23.3,2.7,290,3
2011-06-06 12:00,25.2,2.2,230,4
2011-06-07 12:00,26.0,2.4,180,8
2011-06-08 12:00,25.7,4.6,230,0
2011-06-09 12:00,18.7,3.5,230,10
2011-06-10 12:00,24.0,1.3,180,8
2011-06-11 12:00,27.8,2.7,270,3
2011-06-12 12:00,27.7,1.6,200,6
2011-06-13 12:00,23.1,2.6,270,7
2011-06-14 12:00,26.8,2.7,250,2
2011-06-15 12:00,29.3,1.7,70,0
2011-06-16 12:00,29.5,3.6,90,0
2011-06-17 12:00,29.1,2.1,200,6
2011-06-18 12:00,27.1,2.3,290,5
2011-06-19 12:00,29.5,1.4,360,4
2011-06-20 12:00,30.2,4.3,270,2
2011-06-21 12:00,27.0,3.8,270,2
2011-06-22 12:00,23.6,0.1,0,10
2011-06-23 12:00,22.7,5.0,200,10
2011-06-24 12:00,21.2,1.3,50,10
2011-06-25 12:00,19.6,5.7,70,10
2011-06-26 12:00,18.2,9.1,70,10
2011-06-27 12:00,19.6,6.3,230,10
2011-06-28 12:00,26.5,1.7,250,4
2011-06-29 12:00,20.3,2.5,70,10
2011-06-30 12:00,26.1,5.4,230,8
