2010-06-01 12:00,22.8,1.6,70,2
2010-06-02 12:00,24.5,1.4,90,3
2010-06-03 12:00,24.0,3.4,320,1
2010-06-04 12:00,25.5,3.7,290,0
2010-06-05 12:00,26.8,3.4,320,5
2010-06-06 12:00,28.4,2.2,290,5
2010-06-07 12:00,29.8,2.1,180,2
2010-06-08 12:00,28.4,2.5,90,0
2010-06-09 12:00,28.6,4.4,270,0
2010-06-10 12:00,29.7,1.4,90,9
2010-06-11 12:00,28.4,2.4,140,9
2010-06-12 12:00,19.0,3.1,90,10
2010-06-13 12:00,24.8,1.4,110,7
2010-06-14 12:00,23.8,0.9,50,9
2010-06-15 12:00,26.9,1.8,20,8
2010-06-16 12:00,23.9,1.2,230,8
2010-06-17 12:00,25.3,1.1,50,10
2010-06-18 12:00,29.5,2.4,160,7
2010-06-19 12:00,25.2,3.5,250,9
2010-06-20 12:00,24.2,3.2,320,9
2010-06-21 12:00,23.2,2.0,340,4
2010-06-22 12:00,24.1,3.1,270,10
2010-06-23 12:00,26.0,2.6,250,0
2010-06-24 12:00,26.9,0.7,140,2
2010-06-25 12:00,29.4,2.5,70,6
2010-06-26 12:00,25.3,3.5,70,10
2010-06-27 12:00,22.1,3.5,250,10
2010-06-28 12:00,27.5,0.9,70,7
2010-06-29 12:00,25.1,2.5,290,10
2010-06-30 12:00,22.5,1.5,250,10
