2008-02-01 12:00,-0.8,2.3,270,0
2008-02-02 12:00,1.6,1.3,230,2
2008-02-03 12:00,1.3,2.5,250,5
2008-02-04 12:00,-0.5,4.1,270,1
2008-02-05 12:00,-2.0,1.8,320,7
2008-02-06 12:00,-1.2,3.4,290,0
2008-02-07 12:00,-1.7,3.0,290,0
2008-02-08 12:00,-0.1,1.8,230,5
2008-02-09 12:00,-1.5,3.2,290,3
2008-02-10 12:00,0.8,2.7,290,5
2008-02-11 12:00,1.7,1.9,340,6
2008-02-12 12:00,-6.1,4.8,270,0
2008-02-13 12:00,-5.0,3.3,320,0
2008-02-14 12:00,-0.4,3.7,290,1
2008-02-15 12:00,-2.0,3.8,290,0
2008-02-16 12:00,-2.2,4.4,320,0
2008-02-17 12:00,-0.8,2.6,320,0
2008-02-18 12:00,1.2,1.3,290,5
2008-02-19 12:00,2.7,2.4,250,0
2008-02-20 12:00,4.4,3.7,290,0
2008-02-21 12:00,7.0,1.2,230,3
2008-02-22 12:00,8.3,3.6,230,5
2008-02-23 12:00,-2.2,6.0,290,2
2008-02-24 12:00,1.6,2.5,90,0
2008-02-25 12:00,2.4,3.1,250,10
2008-02-26 12:00,-0.6,4.2,320,4
2008-02-27 12:00,3.5,4.5,320,0
2008-02-28 12:00,4.8,3.6,200,7
2008-02-29 12:00,7.1,4.2,230,9
