2008-12-01 12:00,7.6,1.9,50,9
2008-12-02 12:00,10.8,3.3,250,2
2008-12-03 12:00,9.6,2.3,70,0
2008-12-04 12:00,6.1,4.5,320,10
2008-12-05 12:00,-6.7,6.8,290,2
2008-12-06 12:00,-8.4,3.6,290,0
2008-12-07 12:00,-3.1,3.0,70,10
2008-12-08 12:00,5.6,0.5,20,8
2008-12-09 12:00,9.2,2.3,50,0
2008-12-10 12:00,11.3,1.4,50,5
2008-12-11 12:00,4.4,3.3,290,0
2008-12-12 12:00,7.5,2.1,250,5
2008-12-13 12:00,3.2,3.9,290,3
2008-12-14 12:00,-0.5,3.2,290,0
2008-12-15 12:00,4.5,3.0,290,0
2008-12-16 12:00,4.8,2.8,50,8
2008-12-17 12:00,8.1,2.0,200,10
2008-12-18 12:00,0.7,2.5,290,0
2008-12-19 12:00,2.8,1.6,70,3
2008-12-20 12:00,2.3,2.7,290,9
2008-12-21 12:00,0.7,2.9,290,4
2008-12-22 12:00,-5.2,3.0,320,0
2008-12-23 12:00,-0.4,1.5,360,0
2008-12-24 12:00,4.0,2.2,50,7
2008-12-25 12:00,-0.5,5.3,290,2
2008-12-26 12:00,-5.5,3.4,290,0
2008-12-27 12:00,-0.9,1.1,70,2
2008-12-28 12:00,2.3,1.0,230,6
2008-12-29 12:00,1.9,4.5,270,10
2008-12-30 12:00,-2.7,5.2,290,2
2008-12-31 12:00,-5.6,3.5,320,0
